name,developers,is_free,negative,owners,positive,publishers,release_yyyy_mm,category_descriptions,genre_descriptions,tags_list
STAR WARS Jedi: Fallen Order™,['Respawn Entertainment'],False,18094,"2,000,000 .. 5,000,000",140485,['Electronic Arts'],2019-11-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Difficulty', 'Stereo Sound', 'Surround Sound', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']","['Action', 'Adventure']","['Action-Adventure', 'Souls-like', 'Third Person', 'Open World', 'Story Rich', 'Swordplay', 'Exploration', 'Sci-fi', 'Action', 'Platformer', 'Space', 'RPG', 'Fighting', 'Puzzle', 'Adventure', 'Metroidvania', 'Fantasy', 'Atmospheric', 'Hack and Slash', 'Family Friendly']"
Far Cry® 5,"['Ubisoft Montreal', 'Red Storm', 'Ubisoft Shanghai', 'Ubisoft Toronto', 'Ubisoft Kiev']",False,33100,"2,000,000 .. 5,000,000",140377,['Ubisoft'],2018-03-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Adjustable Difficulty', 'Mouse Only Option', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Includes level editor', 'HDR available']","['Action', 'Adventure']","['Open World', 'Action-Adventure', 'Multiplayer', 'Co-op', 'FPS', 'Shooter', 'Exploration', 'Story Rich', 'Realistic', 'First-Person', 'America', 'Hunting', 'Action', 'Adventure', 'Stealth', '3D', 'Survival', 'Nature', 'Atmospheric', 'Psychedelic']"
Devil May Cry 5,"['CAPCOM Co., Ltd.']",False,5873,"5,000,000 .. 10,000,000",140260,"['CAPCOM Co., Ltd.']",2019-03-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'HDR available', 'Family Sharing']",['Action'],"['Action', 'Hack and Slash', 'Great Soundtrack', 'Character Action Game', 'Demons', 'Spectacle fighter', 'Third Person', 'Singleplayer', 'Sexual Content', 'Violent', 'Nudity', 'Story Rich', 'Stylized', 'Difficult', 'Gore', 'Classic', 'Multiplayer', 'Controller', 'Adventure', 'Anime']"
Assetto Corsa,['Kunos Simulazioni'],False,11153,"5,000,000 .. 10,000,000",140238,['Kunos Simulazioni'],2014-12-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'VR Supported', 'Partial Controller Support', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']","['Indie', 'Racing', 'Simulation', 'Sports']","['Racing', 'Automobile Sim', 'Simulation', 'Driving', 'Multiplayer', 'VR', 'Realistic', 'Sports', 'Open World', 'Moddable', 'Controller', 'Singleplayer', 'Physics', 'First-Person', 'Replay Value', 'Indie', 'Action', '3D Vision', 'TrackIR', 'Artificial Intelligence']"
Crab Game,['Dani'],True,12895,"5,000,000 .. 10,000,000",139538,['Dani'],2021-10-01,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","['Action', 'Casual', 'Free To Play', 'Indie', 'Racing']","['Psychological Horror', 'Multiplayer', 'Free to Play', 'Battle Royale', 'PvP', 'Action', 'First-Person', 'Parkour', '3D', 'FPS', 'Platformer', 'Combat', 'Physics', 'Arcade', 'Casual', 'Runner', '3D Platformer', 'Racing', 'Nudity', 'Sci-fi']"
Battlefield™ 2042,['DICE'],False,158588,"10,000,000 .. 20,000,000",139186,['Electronic Arts'],2021-11-01,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Color Alternatives', 'Custom Volume Controls', 'Stereo Sound', 'Surround Sound', 'HDR available']","['Action', 'Adventure', 'Casual']","['FPS', 'Multiplayer', 'Shooter', 'Military', 'War', 'Singleplayer', 'Action', 'First-Person', 'Combat', 'Team-Based', 'PvP', 'Futuristic', 'Vehicular Combat', 'Modern', 'Destruction', 'Physics', 'Cinematic', 'Adventure', 'Hero Shooter', 'Casual']"
Content Warning,"['Wilnyl', 'Philip', 'thePetHen', 'Skog', 'Zorro']",False,7608,"5,000,000 .. 10,000,000",137483,['Landfall'],2024-04-01,"['Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']","['Online Co-Op', 'Horror', 'Multiplayer', 'Funny', 'First-Person', 'Co-op', 'Psychological Horror', 'Survival Horror', 'Exploration', 'Atmospheric', '3D', 'Dungeon Crawler', 'Adventure', 'Supernatural', 'Time Management', 'Action-Adventure', 'Investigation', 'Mystery', 'Sci-fi', 'Procedural Generation']"
Darkest Dungeon®,['Red Hook Studios'],False,12430,"2,000,000 .. 5,000,000",137026,['Red Hook Studios'],2016-01-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'RPG', 'Strategy']","['Turn-Based Combat', 'Dark Fantasy', 'Dungeon Crawler', 'Rogue-like', 'RPG', 'Lovecraftian', 'Difficult', 'Turn-Based', 'Singleplayer', 'Perma Death', 'Strategy', 'Atmospheric', 'Dark', 'Indie', '2D', 'Rogue-lite', 'Horror', 'Gothic', 'Fantasy', 'Kickstarter']"
Plants vs. Zombies GOTY Edition,"['PopCap Games, Inc.']",False,3351,"2,000,000 .. 5,000,000",136574,"['PopCap Games, Inc.', 'Electronic Arts']",2009-05-01,"['Single-player', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Strategy'],"['Tower Defense', 'Zombies', 'Strategy', 'Singleplayer', 'Casual', 'Classic', 'Great Soundtrack', '2D', 'Comedy', 'Family Friendly', 'Funny', 'Puzzle', 'Addictive', 'Cute', 'Survival', 'Indie', 'Tactical', 'Adventure', 'Touch-Friendly', 'Post-apocalyptic']"
Kingdom Come: Deliverance,['Warhorse Studios'],False,25760,"2,000,000 .. 5,000,000",136446,"['Warhorse Studios', 'Deep Silver']",2018-02-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'RPG']","['Medieval', 'RPG', 'Open World', 'Singleplayer', 'Realistic', 'Historical', 'Story Rich', 'First-Person', 'Adventure', 'Swordplay', 'Nudity', 'Action', 'Choices Matter', 'Choose Your Own Adventure', 'Atmospheric', 'Horses', 'Action RPG', 'Indie', 'Kickstarter', 'Crowdfunded']"
Slime Rancher,['Monomi Park'],False,2826,"2,000,000 .. 5,000,000",135271,['Monomi Park'],2017-08-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']","['Cute', 'Exploration', 'Adventure', 'Singleplayer', 'Open World', 'First-Person', 'Colorful', 'Funny', 'Sandbox', 'Casual', 'Simulation', 'Management', 'Fantasy', 'Family Friendly', 'Indie', 'Great Soundtrack', 'Female Protagonist', 'Action', 'Early Access', 'FPS']"
"Warhammer 40,000: Space Marine 2",['Saber Interactive'],False,27846,"5,000,000 .. 10,000,000",134739,['Focus Entertainment'],2024-09-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'RPG']","['Warhammer 40K', 'Action', 'Third-Person Shooter', 'Multiplayer', 'Co-op', 'PvE', 'Adventure', 'Action-Adventure', 'Third Person', 'Sci-fi', 'Wargame', '3D', 'War', 'Fantasy', 'Space', 'Singleplayer', 'Narration', 'Realistic', 'Futuristic', 'Cinematic']"
Totally Accurate Battle Simulator,['Landfall'],False,2969,"2,000,000 .. 5,000,000",132974,['Landfall'],2021-04-01,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']","['Sandbox', 'Simulation', 'Funny', 'War', 'Physics', 'Strategy', 'Singleplayer', 'Realistic', 'Indie', 'Adventure', 'Colorful', 'Fantasy', '3D', 'Comedy', 'Action', 'Historical', 'Family Friendly', 'Wargame', 'Cute', 'Memes']"
Ori and the Will of the Wisps,['Moon Studios GmbH'],False,4701,"2,000,000 .. 5,000,000",131989,['Xbox Game Studios'],2020-03-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing']",['Action'],"['Beautiful', 'Metroidvania', 'Platformer', 'Great Soundtrack', 'Singleplayer', 'Action', 'Adventure', 'Atmospheric', 'Story Rich', 'Exploration', 'Cute', 'Action-Adventure', 'Puzzle', 'Emotional', '2D', 'Indie', 'Difficult', 'Fantasy', 'Open World', 'Souls-like']"
BioShock Infinite,"['Irrational Games', 'Virtual Programming (Linux)']",False,8712,"2,000,000 .. 5,000,000",131970,['2K'],2013-03-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],"['FPS', 'Story Rich', 'Action', 'Singleplayer', 'Steampunk', 'Atmospheric', 'Shooter', 'First-Person', 'Beautiful', 'Alternate History', 'Adventure', 'Great Soundtrack', 'Dystopian ', 'Sci-fi', 'Time Travel', 'Fantasy', 'Gore', 'Linear', 'RPG', 'Immersive']"
Rise of the Tomb Raider™,"['Crystal Dynamics', 'Eidos-Montréal', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)', 'Nixxes']",False,8100,"2,000,000 .. 5,000,000",128080,"['Crystal Dynamics', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']",2016-02-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']","['Adventure', 'Action', 'Female Protagonist', 'Singleplayer', 'Third Person', 'Exploration', 'Open World', 'Action-Adventure', 'Story Rich', 'Survival', 'Puzzle', 'Stealth', 'Atmospheric', 'Third-Person Shooter', 'Parkour', 'Shooter', 'RPG', 'Multiplayer', 'Great Soundtrack', 'Quick-Time Events']"
Inscryption,['Daniel Mullins Games'],False,4098,"2,000,000 .. 5,000,000",127792,['Devolver Digital'],2021-10-01,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'Strategy']","['Card Battler', 'Card Game', 'Story Rich', 'Deckbuilding', 'Horror', 'Dark', 'Puzzle', 'Rogue-lite', 'Strategy', 'Rogue-like', 'Psychological', 'Surreal', 'Experimental', 'First-Person', 'Point & Click', '3D', '2D', 'Pixel Graphics', 'FMV', 'Adventure']"
Monster Hunter Wilds,"['CAPCOM Co., Ltd.']",False,91142,"20,000,000 .. 50,000,000",127273,"['CAPCOM Co., Ltd.']",2025-02-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'HDR available', 'Family Sharing']","['Action', 'Adventure', 'RPG']","['Hunting', 'Action', 'Multiplayer', 'Online Co-Op', 'Co-op', 'Dating Sim', 'Character Customization', 'Dragons', 'Open World', 'Third Person', 'Action RPG', 'Adventure', 'Fantasy', 'Cute', 'RPG', 'Singleplayer', 'Atmospheric', 'Great Soundtrack', 'Underwater', 'Souls-like']"
The Elder Scrolls® Online,['ZeniMax Online Studios'],False,28616,"5,000,000 .. 10,000,000",125497,['Bethesda Softworks'],2017-05-01,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'HDR available', 'Family Sharing']","['Action', 'Adventure', 'Massively Multiplayer', 'RPG']","['RPG', 'MMORPG', 'Open World', 'Fantasy', 'Adventure', 'Multiplayer', 'Exploration', 'Singleplayer', 'Massively Multiplayer', 'Action', 'Character Customization', 'PvP', 'PvE', 'Lore-Rich', 'Story Rich', 'Choose Your Own Adventure', 'Class-Based', 'Magic', 'Action RPG', 'Atmospheric']"
DAVE THE DIVER,['MINTROCKET'],False,3909,"5,000,000 .. 10,000,000",125422,['MINTROCKET'],2023-06-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'RPG', 'Simulation']","['Pixel Graphics', 'Casual', 'Management', 'Adventure', 'Relaxing', 'Exploration', 'Fishing', 'RPG', 'Underwater', 'Simulation', 'Singleplayer', 'Farming Sim', 'Rogue-lite', 'Story Rich', '2D', 'Crafting', 'Funny', 'Agriculture', 'Action', 'Indie']"
Borderlands 3,['Gearbox Software'],False,23817,"2,000,000 .. 5,000,000",125248,['2K'],2020-03-01,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'RPG']","['RPG', 'Looter Shooter', 'Multiplayer', 'FPS', 'Online Co-Op', 'Action', 'Loot', 'Open World', 'Co-op', 'Shooter', 'Singleplayer', 'Co-op Campaign', 'Gore', 'First-Person', 'Violent', 'Nudity', 'Adventure', 'Comedy', 'Great Soundtrack', 'Epic']"
Oxygen Not Included,['Klei Entertainment'],False,4170,"2,000,000 .. 5,000,000",124220,['Klei Entertainment'],2019-07-01,"['Single-player', 'Steam Trading Cards', 'Family Sharing']","['Indie', 'Simulation']","['Colony Sim', 'Base-Building', 'Survival', 'Resource Management', 'Building', 'Singleplayer', 'Management', '2D', 'Simulation', 'Sandbox', 'Strategy', 'Space', 'Indie', 'Sci-fi', 'Difficult', 'Exploration', 'Open World', 'Multiplayer', 'Adventure', 'Space Sim']"
Batman™: Arkham Knight,['Rocksteady Studios'],False,15901,"2,000,000 .. 5,000,000",124147,['WB Games'],2015-06-01,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']","['Action', 'Open World', 'Superhero', 'Stealth', 'Third Person', 'Singleplayer', 'Adventure', 'Detective', 'Story Rich', 'Fighting', 'Atmospheric', 'Dark', 'Comic Book', ""Beat 'em up"", 'Mature', 'Puzzle', 'Horror', 'Sandbox', 'Strategy', 'Epic']"
Halo Infinite,['343 Industries'],True,53708,"10,000,000 .. 20,000,000",123333,['Xbox Game Studios'],2021-11-01,"['Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Includes level editor', 'Remote Play on TV']","['Action', 'Free To Play']","['Free to Play', 'FPS', 'Multiplayer', 'Singleplayer', 'Shooter', 'Action', 'First-Person', 'Open World', 'Sci-fi', 'Co-op', 'PvP', 'Competitive', 'Story Rich', 'Space', 'Adventure', 'Aliens', 'Lore-Rich', 'Atmospheric', 'Cinematic', 'Soundtrack']"
Helltaker,['vanripper'],True,2803,"2,000,000 .. 5,000,000",122115,['vanripper'],2020-05-01,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Adventure', 'Free To Play', 'Indie']","['Free to Play', 'Cute', 'Demons', 'Puzzle', 'Indie', 'Anime', 'Great Soundtrack', 'Sexual Content', 'Singleplayer', '2D', 'Short', 'Comedy', 'Difficult', 'Adventure', 'Dating Sim', 'Hentai', 'Funny', 'Mature', 'Rhythm', 'Visual Novel']"
